00000, 00000, 00000, 00000, 00000, 00000, 
00000, 00000, 00000, 00000, 00000, 00000, 
00000, 00000, 00000, 00000, 00000, 00000, 
3.72776e-02, -1.27971e-01, -2.14135e-01, -3.30453e-04, 3.42074e-01, 3.77230e-02, 
-8.22785e-03, 4.07577e-02, 9.50362e-02, 1.21392e-04, -1.35786e-01, -8.40150e-03, 
2.44241e-04, -3.48327e-03, -1.00662e-02, -1.14188e-05, 1.35491e-02, 2.61291e-04, 
5.23405e-01, -1.28345e+00, 9.03509e-02, -1.86839e-03, 1.19270e+00, 5.25141e-01, 
6.35910e-02, -2.29410e-01, 1.08828e+00, 4.24039e-04, -8.58906e-01, 6.25432e-02, 
-1.53876e-01, 1.61042e-01, 2.69275e-01, 4.84534e-04, -4.30199e-01, -1.54489e-01, 
-5.25173e-02, -1.14374e-02, -2.23143e-01, -1.34166e-04, 2.34616e-01, -5.22495e-02, 
-3.58727e-03, -2.54244e-02, -9.62214e-02, -9.55650e-05, 1.21647e-01, -3.43698e-03, 
7.59673e-03, 6.16674e-03, 3.74109e-02, 2.85478e-05, -4.35828e-02, 7.54597e-03, 
-4.47532e-11, -1.38925e+00, 1.34720e+00, -7.97031e-04, 4.20541e-02, 3.35086e-05, 
-6.70336e-01, -2.38475e-02, -2.73398e-01, 2.13289e-04, 2.97738e-01, -6.70296e-01, 
-1.06374e-01, -3.53421e-02, -6.92988e-01, -4.52937e-04, 7.28399e-01, -1.05515e-01, 
1.45082e-01, -5.01853e-03, 2.12636e-01, 4.69360e-05, -2.07722e-01, 1.44893e-01, 
6.13647e-02, 2.73012e-02, 2.23642e-01, 1.48519e-04, -2.50986e-01, 6.10810e-02, 
-3.42888e-02, -8.35769e-03, -8.64273e-02, -4.78690e-05, 9.48092e-02, -3.41871e-02, 
-7.08536e-01, -1.44723e+00, 5.65107e-01, -9.52057e-04, 8.82642e-01, -7.07801e-01, 
00000, 00000, 00000, 00000, 00000, 00000, 
00000, 00000, 00000, 00000, 00000, 00000, 
4.31388e-01, 9.06462e-03, 1.24055e+00, 5.88482e-04, -1.24992e+00, 4.30035e-01, 
-2.25292e-01, 5.34553e-03, -9.41540e-01, -4.97157e-04, 9.36350e-01, -2.24230e-01, 
3.26808e-02, -2.26051e-03, 1.79848e-01, 1.00086e-04, -1.77609e-01, 3.24744e-02, 
-4.43867e-16, -1.38925e+00, 1.34720e+00, -7.97031e-04, 4.20541e-02, 3.35086e-05, 
6.75406e-01, 8.97917e-02, -2.60283e-01, -5.02376e-04, 1.69988e-01, 6.75955e-01, 
-1.05520e-01, 2.72562e-02, -1.16215e+00, -6.99010e-04, 1.13496e+00, -1.04150e-01, 
-1.53986e-01, -2.04716e-02, 5.93420e-02, 1.14537e-04, -3.87556e-02, -1.54111e-01, 
5.41296e-02, -1.39819e-02, 5.96157e-01, 3.58577e-04, -5.82208e-01, 5.34267e-02, 
-1.08421e-03, 6.46112e-03, -1.92024e-01, -1.23588e-04, 1.85561e-01, -8.52151e-04, 
5.23405e-01, -1.28345e+00, 9.03509e-02, -1.86839e-03, 1.19270e+00, 5.25141e-01, 
00000, 00000, 00000, 00000, 00000, 00000, 
00000, 00000, 00000, 00000, 00000, 00000, 
-9.22823e-01, -3.64125e-01, 7.38992e+00, 5.23337e-03, -7.02502e+00, -9.32087e-01, 
3.83566e-01, 3.52794e-01, -8.94068e+00, -5.96900e-03, 8.58749e+00, 3.94521e-01, 
1.58524e-02, -9.44688e-02, 2.80761e+00, 1.80699e-03, -2.71311e+00, 1.24594e-02, 
5.95904e-11, -1.38925e+00, 1.34720e+00, -7.97031e-04, 4.20541e-02, 3.35086e-05, 
-1.15494e+00, -1.53544e-01, 4.45084e-01, 8.59062e-04, -2.90679e-01, -1.15588e+00, 
-3.08552e-01, 7.97000e-02, -3.39824e+00, -2.04398e-03, 3.31872e+00, -3.04545e-01, 
7.69963e-01, 1.02362e-01, -2.96723e-01, -5.72708e-04, 1.93786e-01, 7.70589e-01, 
4.62828e-01, -1.19550e-01, 5.09736e+00, 3.06596e-03, -4.97808e+00, 4.56818e-01, 
-4.77830e-01, 3.30513e-02, -2.62957e+00, -1.46337e-03, 2.59684e+00, -4.74813e-01, 
